Threads, Time (seconds)
With OMP off...
256, Running with 256 MPI processes.
Process 185 finished computations at 17.7291 seconds.
Process 165 finished computations at 17.7347 seconds.
Process 186 finished computations at 17.7386 seconds.
Process 191 finished computations at 17.7397 seconds.
Process 167 finished computations at 17.7419 seconds.
Process 190 finished computations at 17.7418 seconds.
Process 182 finished computations at 17.7423 seconds.
Process 178 finished computations at 17.7423 seconds.
Process 177 finished computations at 17.7636 seconds.
Process 173 finished computations at 17.7723 seconds.
Process 172 finished computations at 17.7738 seconds.
Process 176 finished computations at 17.7739 seconds.
Process 180 finished computations at 17.7781 seconds.
Process 181 finished computations at 17.7826 seconds.
Process 166 finished computations at 17.7867 seconds.
Process 196 finished computations at 17.7971 seconds.
Process 8 finished computations at 17.8098 seconds.
Process 183 finished computations at 17.8151 seconds.
Process 163 finished computations at 17.8158 seconds.
Process 175 finished computations at 17.8286 seconds.
Process 6 finished computations at 17.8335 seconds.
Process 174 finished computations at 17.8379 seconds.
Process 7 finished computations at 17.847 seconds.
Process 9 finished computations at 17.8753 seconds.
Process 162 finished computations at 17.8984 seconds.
Process 164 finished computations at 17.9368 seconds.
Process 161 finished computations at 17.9448 seconds.
Process 10 finished computations at 17.9598 seconds.
Process 160 finished computations at 18 seconds.
Process 19 finished computations at 18.0351 seconds.
Process 11 finished computations at 18.0502 seconds.
Process 18 finished computations at 18.06 seconds.
Process 157 finished computations at 18.0753 seconds.
Process 159 finished computations at 18.0828 seconds.
Process 12 finished computations at 18.0916 seconds.
Process 17 finished computations at 18.1021 seconds.
Process 158 finished computations at 18.1186 seconds.
Process 16 finished computations at 18.1265 seconds.
Process 156 finished computations at 18.1418 seconds.
Process 26 finished computations at 18.1665 seconds.
Process 154 finished computations at 18.1761 seconds.
Process 155 finished computations at 18.1807 seconds.
Process 14 finished computations at 18.2101 seconds.
Process 153 finished computations at 18.2373 seconds.
Process 13 finished computations at 18.2411 seconds.
Process 152 finished computations at 18.2579 seconds.
Process 15 finished computations at 18.2991 seconds.
Process 25 finished computations at 18.3181 seconds.
Process 24 finished computations at 18.3219 seconds.
Process 20 finished computations at 18.3486 seconds.
Process 21 finished computations at 18.3839 seconds.
Process 27 finished computations at 18.3894 seconds.
Process 22 finished computations at 18.4531 seconds.
Process 23 finished computations at 18.4798 seconds.
Process 151 finished computations at 18.4803 seconds.
Process 28 finished computations at 18.4847 seconds.
Process 146 finished computations at 18.4964 seconds.
Process 150 finished computations at 18.5008 seconds.
Process 149 finished computations at 18.526 seconds.
Process 148 finished computations at 18.5362 seconds.
Process 29 finished computations at 18.5424 seconds.
Process 147 finished computations at 18.5785 seconds.
Process 145 finished computations at 18.5823 seconds.
Process 144 finished computations at 18.5951 seconds.
Process 31 finished computations at 18.61 seconds.
Process 30 finished computations at 18.6484 seconds.
Process 33 finished computations at 18.6873 seconds.
Process 32 finished computations at 18.7026 seconds.
Process 35 finished computations at 18.7022 seconds.
Process 34 finished computations at 18.7073 seconds.
Process 36 finished computations at 18.7425 seconds.
Process 142 finished computations at 18.7843 seconds.
Process 141 finished computations at 18.7879 seconds.
Process 143 finished computations at 18.7888 seconds.
Process 40 finished computations at 18.879 seconds.
Process 139 finished computations at 18.9444 seconds.
Process 38 finished computations at 18.9519 seconds.
Process 140 finished computations at 18.9716 seconds.
Process 64 finished computations at 18.9726 seconds.
Process 37 finished computations at 18.979 seconds.
Process 105 finished computations at 18.9878 seconds.
Process 41 finished computations at 18.9906 seconds.
Process 39 finished computations at 18.9983 seconds.
Process 43 finished computations at 19.0018 seconds.
Process 42 finished computations at 19.0145 seconds.
Process 138 finished computations at 19.0199 seconds.
Process 104 finished computations at 19.0305 seconds.
Process 65 finished computations at 19.0377 seconds.
Process 103 finished computations at 19.0567 seconds.
Process 106 finished computations at 19.0614 seconds.
Process 97 finished computations at 19.0636 seconds.
Process 136 finished computations at 19.0653 seconds.
Process 137 finished computations at 19.0682 seconds.
Process 107 finished computations at 19.0708 seconds.
Process 51 finished computations at 19.0838 seconds.
Process 50 finished computations at 19.1031 seconds.
Process 66 finished computations at 19.109 seconds.
Process 129 finished computations at 19.1133 seconds.
Process 56 finished computations at 19.1217 seconds.
Process 128 finished computations at 19.1228 seconds.
Process 58 finished computations at 19.1241 seconds.
Process 135 finished computations at 19.1341 seconds.
Process 67 finished computations at 19.1353 seconds.
Process 132 finished computations at 19.1365 seconds.
Process 99 finished computations at 19.1339 seconds.
Process 59 finished computations at 19.1363 seconds.
Process 131 finished computations at 19.1352 seconds.
Process 102 finished computations at 19.139 seconds.
Process 101 finished computations at 19.1498 seconds.
Process 130 finished computations at 19.1486 seconds.
Process 134 finished computations at 19.1556 seconds.
Process 98 finished computations at 19.1562 seconds.
Process 100 finished computations at 19.1632 seconds.
Process 49 finished computations at 19.1667 seconds.
Process 57 finished computations at 19.1866 seconds.
Process 133 finished computations at 19.1909 seconds.
Process 89 finished computations at 19.1986 seconds.
Process 88 finished computations at 19.208 seconds.
Process 96 finished computations at 19.2137 seconds.
Process 91 finished computations at 19.2201 seconds.
Process 48 finished computations at 19.2234 seconds.
Process 52 finished computations at 19.2272 seconds.
Process 90 finished computations at 19.2277 seconds.
Process 62 finished computations at 19.2299 seconds.
Process 61 finished computations at 19.2359 seconds.
Process 63 finished computations at 19.2532 seconds.
Process 94 finished computations at 19.2564 seconds.
Process 87 finished computations at 19.2765 seconds.
Process 60 finished computations at 19.2759 seconds.
Process 93 finished computations at 19.2802 seconds.
Process 83 finished computations at 19.2803 seconds.
Process 55 finished computations at 19.2836 seconds.
Process 92 finished computations at 19.2843 seconds.
Process 54 finished computations at 19.3011 seconds.
Process 82 finished computations at 19.2937 seconds.
Process 53 finished computations at 19.3018 seconds.
Process 95 finished computations at 19.3086 seconds.
Process 86 finished computations at 19.3285 seconds.
Process 47 finished computations at 19.3295 seconds.
Process 45 finished computations at 19.3395 seconds.
Process 81 finished computations at 19.3388 seconds.
Process 108 finished computations at 19.3554 seconds.
Process 72 finished computations at 19.3733 seconds.
Process 113 finished computations at 19.3814 seconds.
Process 73 finished computations at 19.3853 seconds.
Process 122 finished computations at 19.3885 seconds.
Process 70 finished computations at 19.392 seconds.
Process 46 finished computations at 19.3939 seconds.
Process 68 finished computations at 19.3972 seconds.
Process 85 finished computations at 19.4024 seconds.
Process 115 finished computations at 19.4089 seconds.
Process 84 finished computations at 19.4123 seconds.
Process 71 finished computations at 19.4264 seconds.
Process 69 finished computations at 19.4327 seconds.
Process 112 finished computations at 19.4307 seconds.
Process 80 finished computations at 19.4433 seconds.
Process 74 finished computations at 19.4557 seconds.
Process 76 finished computations at 19.456 seconds.
Process 120 finished computations at 19.4651 seconds.
Process 114 finished computations at 19.47 seconds.
Process 121 finished computations at 19.4713 seconds.
Process 109 finished computations at 19.4758 seconds.
Process 116 finished computations at 19.4781 seconds.
Process 127 finished computations at 19.4747 seconds.
Process 123 finished computations at 19.4912 seconds.
Process 75 finished computations at 19.4955 seconds.
Process 77 finished computations at 19.5062 seconds.
Process 110 finished computations at 19.528 seconds.
Process 78 finished computations at 19.5314 seconds.
Process 124 finished computations at 19.5323 seconds.
Process 79 finished computations at 19.5649 seconds.
Process 126 finished computations at 19.5899 seconds.
Process 119 finished computations at 19.5962 seconds.
Process 117 finished computations at 19.597 seconds.
Process 111 finished computations at 19.5987 seconds.
Process 125 finished computations at 19.6155 seconds.
Process 118 finished computations at 19.6326 seconds.
Process 44 finished computations at 19.6491 seconds.
Total time taken: 19.9164 seconds.
34.585
With OMP on...
256, Running with 256 MPI processes.
Process 239 finished computations at 16.76 seconds.
Process 234 finished computations at 16.8179 seconds.
Process 240 finished computations at 16.8204 seconds.
Process 236 finished computations at 16.8436 seconds.
Process 237 finished computations at 16.8608 seconds.
Process 238 finished computations at 16.8659 seconds.
Process 255 finished computations at 16.8677 seconds.
Process 235 finished computations at 16.9033 seconds.
Process 254 finished computations at 16.9103 seconds.
Process 233 finished computations at 16.9192 seconds.
Process 242 finished computations at 16.9348 seconds.
Process 241 finished computations at 16.9494 seconds.
Process 252 finished computations at 16.9537 seconds.
Process 250 finished computations at 16.9808 seconds.
Process 253 finished computations at 17.0285 seconds.
Process 243 finished computations at 17.0293 seconds.
Process 232 finished computations at 17.0394 seconds.
Process 249 finished computations at 17.0743 seconds.
Process 0 finished computations at 17.0815 seconds.
Process 248 finished computations at 17.0917 seconds.
Process 245 finished computations at 17.1129 seconds.
Process 229 finished computations at 17.1266 seconds.
Process 244 finished computations at 17.1298 seconds.
Process 231 finished computations at 17.14 seconds.
Process 246 finished computations at 17.155 seconds.
Process 251 finished computations at 17.1577 seconds.
Process 230 finished computations at 17.1579 seconds.
Process 227 finished computations at 17.2078 seconds.
Process 247 finished computations at 17.2102 seconds.
Process 228 finished computations at 17.2194 seconds.
Process 1 finished computations at 17.2334 seconds.
Process 226 finished computations at 17.2393 seconds.
Process 225 finished computations at 17.3397 seconds.
Process 2 finished computations at 17.388 seconds.
Process 206 finished computations at 17.4145 seconds.
Process 3 finished computations at 17.4167 seconds.
Process 224 finished computations at 17.4416 seconds.
Process 223 finished computations at 17.4624 seconds.
Process 203 finished computations at 17.4861 seconds.
Process 221 finished computations at 17.4968 seconds.
Process 211 finished computations at 17.505 seconds.
Process 208 finished computations at 17.5121 seconds.
Process 222 finished computations at 17.5148 seconds.
Process 209 finished computations at 17.5186 seconds.
Process 4 finished computations at 17.5278 seconds.
Process 201 finished computations at 17.5192 seconds.
Process 220 finished computations at 17.5399 seconds.
Process 210 finished computations at 17.5564 seconds.
Process 205 finished computations at 17.5586 seconds.
Process 207 finished computations at 17.5626 seconds.
Process 202 finished computations at 17.5731 seconds.
Process 219 finished computations at 17.581 seconds.
Process 204 finished computations at 17.5845 seconds.
Process 200 finished computations at 17.6151 seconds.
Process 212 finished computations at 17.635 seconds.
Process 199 finished computations at 17.6454 seconds.
Process 218 finished computations at 17.6467 seconds.
Process 217 finished computations at 17.6514 seconds.
Process 216 finished computations at 17.6567 seconds.
Process 214 finished computations at 17.669 seconds.
Process 215 finished computations at 17.6787 seconds.
Process 213 finished computations at 17.7041 seconds.
Process 171 finished computations at 17.7268 seconds.
Process 194 finished computations at 17.738 seconds.
Process 198 finished computations at 17.7398 seconds.
Process 192 finished computations at 17.7404 seconds.
Process 188 finished computations at 17.7449 seconds.
Process 170 finished computations at 17.7477 seconds.
Process 169 finished computations at 17.7476 seconds.
Process 168 finished computations at 17.7516 seconds.
Process 186 finished computations at 17.7539 seconds.
Process 189 finished computations at 17.7575 seconds.
Process 172 finished computations at 17.7582 seconds.
Process 196 finished computations at 17.7638 seconds.
Process 195 finished computations at 17.7647 seconds.
Process 187 finished computations at 17.7743 seconds.
Process 179 finished computations at 17.7746 seconds.
Process 181 finished computations at 17.7805 seconds.
Process 191 finished computations at 17.783 seconds.
Process 197 finished computations at 17.7851 seconds.
Process 190 finished computations at 17.8019 seconds.
Process 182 finished computations at 17.8143 seconds.
Process 184 finished computations at 17.817 seconds.
Process 167 finished computations at 17.8181 seconds.
Process 5 finished computations at 17.8205 seconds.
Process 180 finished computations at 17.8259 seconds.
Process 174 finished computations at 17.8337 seconds.
Process 185 finished computations at 17.8344 seconds.
Process 173 finished computations at 17.8396 seconds.
Process 178 finished computations at 17.8361 seconds.
Process 166 finished computations at 17.854 seconds.
Process 176 finished computations at 17.8555 seconds.
Process 177 finished computations at 17.8665 seconds.
Process 8 finished computations at 17.8788 seconds.
Process 183 finished computations at 17.8914 seconds.
Process 175 finished computations at 17.9035 seconds.
Process 9 finished computations at 17.9051 seconds.
Process 165 finished computations at 17.9083 seconds.
Process 162 finished computations at 17.9097 seconds.
Process 6 finished computations at 17.9296 seconds.
Process 163 finished computations at 17.9652 seconds.
Process 7 finished computations at 17.97 seconds.
Process 164 finished computations at 17.9863 seconds.
Process 10 finished computations at 17.9966 seconds.
Process 160 finished computations at 18.0834 seconds.
Process 161 finished computations at 18.0895 seconds.
Process 11 finished computations at 18.1032 seconds.
Process 159 finished computations at 18.1168 seconds.
Process 17 finished computations at 18.1221 seconds.
Process 18 finished computations at 18.1328 seconds.
Process 16 finished computations at 18.1368 seconds.
Process 158 finished computations at 18.1512 seconds.
Process 157 finished computations at 18.1553 seconds.
Process 19 finished computations at 18.1678 seconds.
Process 156 finished computations at 18.2145 seconds.
Process 26 finished computations at 18.2368 seconds.
Process 155 finished computations at 18.2581 seconds.
Process 154 finished computations at 18.2917 seconds.
Process 14 finished computations at 18.2928 seconds.
Process 24 finished computations at 18.3109 seconds.
Process 27 finished computations at 18.3138 seconds.
Process 12 finished computations at 18.3206 seconds.
Process 13 finished computations at 18.3314 seconds.
Process 153 finished computations at 18.3434 seconds.
Process 25 finished computations at 18.3497 seconds.
Process 152 finished computations at 18.3693 seconds.
Process 15 finished computations at 18.3794 seconds.
Process 151 finished computations at 18.449 seconds.
Process 20 finished computations at 18.4514 seconds.
Process 150 finished computations at 18.4898 seconds.
Process 21 finished computations at 18.5115 seconds.
Process 22 finished computations at 18.5488 seconds.
Process 23 finished computations at 18.5756 seconds.
Process 149 finished computations at 18.5767 seconds.
Process 148 finished computations at 18.5923 seconds.
Process 28 finished computations at 18.6163 seconds.
Process 147 finished computations at 18.6409 seconds.
Process 146 finished computations at 18.6496 seconds.
Process 145 finished computations at 18.6531 seconds.
Process 29 finished computations at 18.6912 seconds.
Process 144 finished computations at 18.7172 seconds.
Process 33 finished computations at 18.7379 seconds.
Process 35 finished computations at 18.7475 seconds.
Process 32 finished computations at 18.7511 seconds.
Process 34 finished computations at 18.7651 seconds.
Process 30 finished computations at 18.7916 seconds.
Process 31 finished computations at 18.805 seconds.
Process 141 finished computations at 18.8095 seconds.
Process 143 finished computations at 18.8303 seconds.
Process 142 finished computations at 18.8311 seconds.
Process 40 finished computations at 18.9934 seconds.
Process 140 finished computations at 19.0316 seconds.
Process 139 finished computations at 19.0313 seconds.
Process 105 finished computations at 19.0348 seconds.
Process 36 finished computations at 19.0369 seconds.
Process 41 finished computations at 19.0437 seconds.
Process 42 finished computations at 19.0462 seconds.
Process 38 finished computations at 19.0611 seconds.
Process 65 finished computations at 19.086 seconds.
Process 106 finished computations at 19.0998 seconds.
Process 104 finished computations at 19.0988 seconds.
Process 37 finished computations at 19.101 seconds.
Process 193 finished computations at 19.1099 seconds.
Process 43 finished computations at 19.1186 seconds.
Process 107 finished computations at 19.1222 seconds.
Process 138 finished computations at 19.1227 seconds.
Process 128 finished computations at 19.1237 seconds.
Process 64 finished computations at 19.1288 seconds.
Process 137 finished computations at 19.1385 seconds.
Process 51 finished computations at 19.1426 seconds.
Process 39 finished computations at 19.1451 seconds.
Process 136 finished computations at 19.152 seconds.
Process 66 finished computations at 19.1564 seconds.
Process 132 finished computations at 19.1785 seconds.
Process 134 finished computations at 19.1855 seconds.
Process 99 finished computations at 19.1888 seconds.
Process 129 finished computations at 19.1895 seconds.
Process 135 finished computations at 19.1931 seconds.
Process 98 finished computations at 19.195 seconds.
Process 59 finished computations at 19.1936 seconds.
Process 67 finished computations at 19.1981 seconds.
Process 133 finished computations at 19.2083 seconds.
Process 50 finished computations at 19.2136 seconds.
Process 48 finished computations at 19.2139 seconds.
Process 103 finished computations at 19.2181 seconds.
Process 58 finished computations at 19.2187 seconds.
Process 97 finished computations at 19.2225 seconds.
Process 57 finished computations at 19.2252 seconds.
Process 96 finished computations at 19.2277 seconds.
Process 130 finished computations at 19.2306 seconds.
Process 131 finished computations at 19.2203 seconds.
Process 49 finished computations at 19.2404 seconds.
Process 90 finished computations at 19.2444 seconds.
Process 91 finished computations at 19.2598 seconds.
Process 101 finished computations at 19.2686 seconds.
Process 88 finished computations at 19.2669 seconds.
Process 102 finished computations at 19.2729 seconds.
Process 56 finished computations at 19.2772 seconds.
Process 100 finished computations at 19.2861 seconds.
Process 89 finished computations at 19.2971 seconds.
Process 115 finished computations at 19.3157 seconds.
Process 83 finished computations at 19.3201 seconds.
Process 54 finished computations at 19.3326 seconds.
Process 82 finished computations at 19.3376 seconds.
Process 62 finished computations at 19.3417 seconds.
Process 94 finished computations at 19.3621 seconds.
Process 72 finished computations at 19.3671 seconds.
Process 63 finished computations at 19.3727 seconds.
Process 44 finished computations at 19.3836 seconds.
Process 61 finished computations at 19.391 seconds.
Process 52 finished computations at 19.3894 seconds.
Process 60 finished computations at 19.3973 seconds.
Process 92 finished computations at 19.3981 seconds.
Process 93 finished computations at 19.402 seconds.
Process 81 finished computations at 19.4032 seconds.
Process 53 finished computations at 19.4081 seconds.
Process 86 finished computations at 19.4099 seconds.
Process 73 finished computations at 19.4253 seconds.
Process 87 finished computations at 19.4277 seconds.
Process 95 finished computations at 19.4357 seconds.
Process 55 finished computations at 19.4385 seconds.
Process 108 finished computations at 19.4534 seconds.
Process 45 finished computations at 19.4685 seconds.
Process 123 finished computations at 19.4739 seconds.
Process 122 finished computations at 19.4766 seconds.
Process 85 finished computations at 19.4772 seconds.
Process 71 finished computations at 19.4841 seconds.
Process 74 finished computations at 19.4846 seconds.
Process 121 finished computations at 19.4923 seconds.
Process 47 finished computations at 19.494 seconds.
Process 69 finished computations at 19.4948 seconds.
Process 120 finished computations at 19.4944 seconds.
Process 84 finished computations at 19.5007 seconds.
Process 70 finished computations at 19.5006 seconds.
Process 80 finished computations at 19.5009 seconds.
Process 112 finished computations at 19.5047 seconds.
Process 46 finished computations at 19.5073 seconds.
Process 68 finished computations at 19.5058 seconds.
Process 113 finished computations at 19.5107 seconds.
Process 114 finished computations at 19.4998 seconds.
Process 75 finished computations at 19.5189 seconds.
Process 109 finished computations at 19.5802 seconds.
Process 127 finished computations at 19.5881 seconds.
Process 77 finished computations at 19.6125 seconds.
Process 79 finished computations at 19.6221 seconds.
Process 116 finished computations at 19.622 seconds.
Process 110 finished computations at 19.6415 seconds.
Process 78 finished computations at 19.6501 seconds.
Process 76 finished computations at 19.6724 seconds.
Process 124 finished computations at 19.6822 seconds.
Process 119 finished computations at 19.6863 seconds.
Process 111 finished computations at 19.6927 seconds.
Process 118 finished computations at 19.694 seconds.
Process 117 finished computations at 19.703 seconds.
Process 125 finished computations at 19.7021 seconds.
Process 126 finished computations at 19.719 seconds.
Total time taken: 19.9792 seconds.
35.560 
With OMP off...
128, Running with 128 MPI processes.
Process 120 finished computations at 17.1007 seconds.
Process 115 finished computations at 17.1761 seconds.
Process 121 finished computations at 17.2281 seconds.
Process 0 finished computations at 17.2324 seconds.
Process 119 finished computations at 17.276 seconds.
Process 127 finished computations at 17.268 seconds.
Process 118 finished computations at 17.2886 seconds.
Process 113 finished computations at 17.3173 seconds.
Process 122 finished computations at 17.3301 seconds.
Process 123 finished computations at 17.3639 seconds.
Process 117 finished computations at 17.3905 seconds.
Process 114 finished computations at 17.4305 seconds.
Process 1 finished computations at 17.4481 seconds.
Process 116 finished computations at 17.4671 seconds.
Process 126 finished computations at 17.4738 seconds.
Process 125 finished computations at 17.4745 seconds.
Process 124 finished computations at 17.5819 seconds.
Process 112 finished computations at 17.6208 seconds.
Process 104 finished computations at 17.6548 seconds.
Process 2 finished computations at 17.657 seconds.
Process 105 finished computations at 17.8091 seconds.
Process 3 finished computations at 17.8302 seconds.
Process 106 finished computations at 17.8349 seconds.
Process 99 finished computations at 17.8701 seconds.
Process 107 finished computations at 17.9084 seconds.
Process 111 finished computations at 17.9285 seconds.
Process 103 finished computations at 17.9356 seconds.
Process 110 finished computations at 17.9659 seconds.
Process 102 finished computations at 17.9892 seconds.
Process 97 finished computations at 17.9891 seconds.
Process 96 finished computations at 17.9943 seconds.
Process 91 finished computations at 18.0089 seconds.
Process 101 finished computations at 18.0174 seconds.
Process 83 finished computations at 18.0193 seconds.
Process 90 finished computations at 18.0195 seconds.
Process 89 finished computations at 18.0198 seconds.
Process 109 finished computations at 18.055 seconds.
Process 98 finished computations at 18.0556 seconds.
Process 82 finished computations at 18.058 seconds.
Process 85 finished computations at 18.0551 seconds.
Process 108 finished computations at 18.074 seconds.
Process 100 finished computations at 18.09 seconds.
Process 88 finished computations at 18.0985 seconds.
Process 92 finished computations at 18.1104 seconds.
Process 94 finished computations at 18.1284 seconds.
Process 4 finished computations at 18.1318 seconds.
Process 81 finished computations at 18.1512 seconds.
Process 84 finished computations at 18.1676 seconds.
Process 8 finished computations at 18.2024 seconds.
Process 9 finished computations at 18.217 seconds.
Process 93 finished computations at 18.2437 seconds.
Process 95 finished computations at 18.247 seconds.
Process 86 finished computations at 18.242 seconds.
Process 10 finished computations at 18.2533 seconds.
Process 87 finished computations at 18.3068 seconds.
Process 5 finished computations at 18.3352 seconds.
Process 80 finished computations at 18.3531 seconds.
Process 6 finished computations at 18.3732 seconds.
Process 11 finished computations at 18.4054 seconds.
Process 7 finished computations at 18.425 seconds.
Process 79 finished computations at 18.544 seconds.
Process 78 finished computations at 18.6012 seconds.
Process 12 finished computations at 18.6686 seconds.
Process 77 finished computations at 18.6918 seconds.
Process 13 finished computations at 18.6958 seconds.
Process 75 finished computations at 18.7409 seconds.
Process 14 finished computations at 18.7481 seconds.
Process 76 finished computations at 18.7927 seconds.
Process 16 finished computations at 18.7983 seconds.
Process 17 finished computations at 18.8152 seconds.
Process 74 finished computations at 18.8078 seconds.
Process 15 finished computations at 18.8458 seconds.
Process 73 finished computations at 18.8651 seconds.
Process 18 finished computations at 18.8958 seconds.
Process 72 finished computations at 18.9062 seconds.
Process 19 finished computations at 18.9649 seconds.
Process 51 finished computations at 19.0623 seconds.
Process 50 finished computations at 19.114 seconds.
Process 32 finished computations at 19.202 seconds.
Process 43 finished computations at 19.2058 seconds.
Process 25 finished computations at 19.2401 seconds.
Process 48 finished computations at 19.2579 seconds.
Process 71 finished computations at 19.2594 seconds.
Process 26 finished computations at 19.2669 seconds.
Process 33 finished computations at 19.2763 seconds.
Process 49 finished computations at 19.2964 seconds.
Process 42 finished computations at 19.2949 seconds.
Process 27 finished computations at 19.3106 seconds.
Process 20 finished computations at 19.302 seconds.
Process 52 finished computations at 19.3228 seconds.
Process 24 finished computations at 19.3309 seconds.
Process 21 finished computations at 19.364 seconds.
Process 67 finished computations at 19.3821 seconds.
Process 41 finished computations at 19.3901 seconds.
Process 34 finished computations at 19.3805 seconds.
Process 35 finished computations at 19.3933 seconds.
Process 53 finished computations at 19.3955 seconds.
Process 64 finished computations at 19.4136 seconds.
Process 65 finished computations at 19.4168 seconds.
Process 46 finished computations at 19.4185 seconds.
Process 70 finished computations at 19.422 seconds.
Process 30 finished computations at 19.4543 seconds.
Process 66 finished computations at 19.4601 seconds.
Process 47 finished computations at 19.455 seconds.
Process 31 finished computations at 19.4553 seconds.
Process 29 finished computations at 19.4719 seconds.
Process 22 finished computations at 19.4799 seconds.
Process 40 finished computations at 19.5037 seconds.
Process 69 finished computations at 19.5211 seconds.
Process 59 finished computations at 19.5342 seconds.
Process 44 finished computations at 19.5399 seconds.
Process 45 finished computations at 19.5473 seconds.
Process 56 finished computations at 19.5503 seconds.
Process 58 finished computations at 19.5539 seconds.
Process 28 finished computations at 19.5564 seconds.
Process 57 finished computations at 19.5712 seconds.
Process 68 finished computations at 19.5805 seconds.
Process 23 finished computations at 19.5895 seconds.
Process 54 finished computations at 19.6593 seconds.
Process 36 finished computations at 19.6798 seconds.
Process 62 finished computations at 19.6873 seconds.
Process 63 finished computations at 19.7096 seconds.
Process 39 finished computations at 19.7188 seconds.
Process 38 finished computations at 19.7476 seconds.
Process 61 finished computations at 19.7523 seconds.
Process 60 finished computations at 19.7681 seconds.
Process 55 finished computations at 19.774 seconds.
Process 37 finished computations at 19.7959 seconds.
Total time taken: 19.8766 seconds.
54.431
With OMP on...
128, Running with 128 MPI processes.
Process 120 finished computations at 17.0758 seconds.
Process 127 finished computations at 17.156 seconds.
Process 0 finished computations at 17.1987 seconds.
Process 122 finished computations at 17.207 seconds.
Process 118 finished computations at 17.2356 seconds.
Process 119 finished computations at 17.2431 seconds.
Process 121 finished computations at 17.2814 seconds.
Process 115 finished computations at 17.3094 seconds.
Process 117 finished computations at 17.3478 seconds.
Process 123 finished computations at 17.3549 seconds.
Process 114 finished computations at 17.3998 seconds.
Process 116 finished computations at 17.4318 seconds.
Process 126 finished computations at 17.4556 seconds.
Process 113 finished computations at 17.4676 seconds.
Process 125 finished computations at 17.4892 seconds.
Process 1 finished computations at 17.4913 seconds.
Process 124 finished computations at 17.555 seconds.
Process 2 finished computations at 17.6143 seconds.
Process 112 finished computations at 17.6146 seconds.
Process 104 finished computations at 17.739 seconds.
